result_type,data_scope,method,W,latent_dim,compression_ratio_mean,cr_int8_estimated,encode_ms_mean,decode_ms_mean,mae_mean,rmse_mean,worst_abs_error,model_size_kb,safe_pass,safety_rejected_reason,notes
learned_compression,eps_only,weighted_fc_ae,16,8,26.0,104.0,0.46925667,0.46133333,1.56883645,3.33489561,35.26383591,760.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,8,26.0,104.0,0.43247667,0.40064667,1.56104529,3.38759041,35.86740875,760.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,8,26.0,104.0,0.32838,0.38391333,1.5993489,3.45417976,35.35660934,760.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,16,13.0,52.0,0.32929667,0.35264333,1.71758974,3.83413458,38.37166214,768.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,16,13.0,52.0,0.33382333,0.37151333,1.62142992,3.58978724,42.86249161,768.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,16,13.0,52.0,0.31989333,0.35248667,1.53747964,3.34269667,36.27842712,768.627,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,32,6.5,26.0,0.34764333,0.39765667,1.56236362,3.32918501,38.89960098,784.689,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,32,6.5,26.0,0.32169333,0.37614,1.48680007,3.23506308,30.77524376,784.689,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,16,32,6.5,26.0,0.32607,0.35443333,1.48358858,3.15246058,31.23492241,784.689,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,4,52.0,208.0,0.94486,0.93664667,1.72037053,3.62790656,35.66236496,186.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
