rank,result_type,data_scope,method,W,latent_dim,safe_pass,compression_ratio_mean,encode_ms_mean,model_size_kb
307,learned_compression_all_numeric_stress_test,all_numeric_stress_test,weighted_fc_ae,16,32,false,18.0,0.46578667,1522.814
308,learned_compression_all_numeric_stress_test,all_numeric_stress_test,fc_ae,16,32,false,18.0,0.47573667,1522.814
309,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,16,false,18.0,0.82922667,363.314
310,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,16,false,18.0,0.84476667,363.314
311,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,16,false,18.0,0.87127667,363.314
312,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,16,32,false,18.0,1.11094333,488.564
313,learned_compression_all_numeric_stress_test,all_numeric_stress_test,weighted_fc_ae,8,16,false,18.0,1.11160667,998.439
314,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,16,32,false,18.0,1.15502,488.564
315,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,16,32,false,18.0,1.16249,488.564
316,learned_compression_all_numeric_stress_test,all_numeric_stress_test,fc_ae,8,32,false,9.0,0.35784667,1014.439
317,learned_compression_all_numeric_stress_test,all_numeric_stress_test,weighted_fc_ae,8,32,false,9.0,0.35901667,1014.502
318,learned_compression_all_numeric_stress_test,all_numeric_stress_test,fc_ae,8,32,false,9.0,0.36545333,1014.439
319,learned_compression_all_numeric_stress_test,all_numeric_stress_test,weighted_fc_ae,8,32,false,9.0,0.36741333,1014.502
320,learned_compression_all_numeric_stress_test,all_numeric_stress_test,weighted_fc_ae,8,32,false,9.0,0.40632333,1014.502
321,learned_compression_all_numeric_stress_test,all_numeric_stress_test,fc_ae,8,32,false,9.0,0.44843333,1014.439
322,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,32,false,9.0,0.83350333,427.377
323,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,32,false,9.0,0.85379667,427.377
324,learned_compression_all_numeric_stress_test,all_numeric_stress_test,tcn_ae,8,32,false,9.0,1.03350333,427.377
